                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     400                                      483                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.2996543444090834E+009                  9.5683717269146480E+006                  3.4102431000000001E+028                  1.0134544172127405E+009                  5.5180088047584456E+002                  3.2552139086550323E-008                  1.9768960080829383E-002                 -2.0000048453804677E+001                  7.0055258749380600E-001                  3.0671424355725721E-005                  2.6874406483124191E-001                  6.3170428225368088E-003                  1.8509975937966419E-003                  1.7182663404326337E-002                  3.8538572963924540E-003                  1.7257764379268751E-005                 -1.3467412060708678E-017                  7.9843661540610968E-008                  3.4956959248240155E-012                  3.0629406751885557E-008                  7.1996854777819763E-010                  2.1096264296203310E-010                  1.9583494311672980E-009                  4.3923337532700738E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7257742482589514E-005                  1.9539767724662798E-002                  6.6991089439610350E+003                  1.0863887322912389E+007                  5.3015761370960713E+012                  2.0603677462307149E-027                  2.0603677462307149E-027                  0.0000000000000000E+000                  8.2438548741656010E-029                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3568913668021904E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                                    zone                                     mass                              temperature                                radius_cm                                 conv_vel                                 pressure                               luminosity                                   m_grav                         log_column_depth                                  opacity                                      tau 
                                       1                  1.7257764379268751E-005                  1.4709748035128887E+003                  1.3758800837055635E+009                  0.0000000000000000E+000                  4.9478003816114459E+006                  3.2552139086550323E-008                  1.7257764379268751E-005                 -9.8999999999999986E+001                  1.6308079173831418E-002                  6.6666666666666657E+001 
                                       2                  1.7257764379268696E-005                  1.4709748044280418E+003                  1.3758800836557829E+009                  0.0000000000000000E+000                  4.9478003940474987E+006                  3.2552106734548712E-008                  1.7257764379268696E-005                 -5.3219228738820412E+000                  1.6308079181518706E-002                  6.6666666744377196E+001 
                                       3                  1.7257764379268507E-005                  1.4709748073724388E+003                  1.3758800834908631E+009                  0.0000000000000000E+000                  4.9478004340591449E+006                  3.2551999568543359E-008                  1.7257764379268507E-005                 -4.6871937656966001E+000                  1.6308079206251904E-002                  6.6666667001793371E+001 
                                       4                  1.7257764379267904E-005                  1.4709748160065888E+003                  1.3758800829649906E+009                  0.0000000000000000E+000                  4.9478005513905734E+006                  3.2551657850526296E-008                  1.7257764379267904E-005                 -4.1494658990453601E+000                  1.6308079278781987E-002                  6.6666667822610975E+001 
                                       5                  1.7257764379266189E-005                  1.4709748313376333E+003                  1.3758800814651577E+009                  0.0000000000000000E+000                  4.9478007597338492E+006                  3.2550683246477634E-008                  1.7257764379266189E-005                 -3.6687103587237617E+000                  1.6308079407581767E-002                  6.6666670163641072E+001 
                                       6                  1.7257764379263787E-005                  1.4709748492139156E+003                  1.3758800793679738E+009                  0.0000000000000000E+000                  4.9478010026761573E+006                  3.2549320481597091E-008                  1.7257764379263787E-005                 -3.3817898159763264E+000                  1.6308079557786136E-002                  6.6666673437045930E+001 
                                       7                  1.7257764379261388E-005                  1.4709748760272184E+003                  1.3758800772707896E+009                  0.0000000000000000E+000                  4.9478013670896152E+006                  3.2547957716716549E-008                  1.7257764379261388E-005                 -3.2105054437212557E+000                  1.6308079783115353E-002                  6.6666676710450830E+001 
                                       8                  1.7257764379256587E-005                  1.4709749380770670E+003                  1.3758800730764265E+009                  0.0000000000000000E+000                  4.9478022104656463E+006                  3.2545232186955457E-008                  1.7257764379256587E-005                 -2.9925408800564215E+000                  1.6308080304709104E-002                  6.6666683257260758E+001 
                                       9                  1.7257764379244722E-005                  1.4709750572938349E+003                  1.3758800627100155E+009                  0.0000000000000000E+000                  4.9478038311850121E+006                  3.2538496019994116E-008                  1.7257764379244722E-005                 -2.6969120184594026E+000                  1.6308081307558321E-002                  6.6666699437750580E+001 
                                      10                  1.7257764379224559E-005                  1.4709752675796667E+003                  1.3758800450949171E+009                  0.0000000000000000E+000                  4.9478066909700548E+006                  3.2527049603797593E-008                  1.7257764379224559E-005                 -2.4323322971854200E+000                  1.6308083078602580E-002                  6.6666726932412914E+001 
                                      11                  1.7257764379188208E-005                  1.4709756171506601E+003                  1.3758800133362160E+009                  0.0000000000000000E+000                  4.9478114479856454E+006                  3.2506412565267172E-008                  1.7257764379188208E-005                 -2.1716558220816862E+000                  1.6308086029086927E-002                  6.6666776503254837E+001 
                                      12                  1.7257764379130552E-005                  1.4709761554917859E+003                  1.3758799629657476E+009                  0.0000000000000000E+000                  4.9478187812028080E+006                  3.2473681438632899E-008                  1.7257764379130552E-005                 -1.9371886690159408E+000                  1.6308090588430475E-002                  6.6666855124511102E+001 
                                      13                  1.7257764379043294E-005                  1.4709769877799990E+003                  1.3758798867294359E+009                  0.0000000000000000E+000                  4.9478301358641433E+006                  3.2424142436159432E-008                  1.7257764379043294E-005                 -1.7246253006337784E+000                  1.6308097673841785E-002                  6.6666974118889115E+001 
                                      14                  1.7257764378906173E-005                  1.4709784012481523E+003                  1.3758797669296987E+009                  0.0000000000000000E+000                  4.9478494658300728E+006                  3.2346295432272606E-008                  1.7257764378906173E-005                 -1.5182863463646956E+000                  1.6308109804904457E-002                  6.6667161110162453E+001 
